Zip_Code,Job_Type,YEAR,f0_
11416,NB,2013,1
11104,DM,2013,1
11422,DM,2013,1
11430,A2,2013,1
11415,DM,2013,1
11372,DM,2013,1
10031,DM,2013,1
10110,A2,2013,1
10021,DM,2013,1
11451,A2,2013,1
10022,DM,2013,1
11411,DM,2013,1
11242,A2,2013,1
11023,DM,2013,1
10055,A2,2013,1
10044,NB,2013,1
10475,DM,2013,1
10017,DM,2013,1
11430,DM,2013,1
10119,A1,2013,1
10473,DM,2013,1
10039,A1,2013,1
10112,A2,2013,1
10451,DM,2013,1
10162,A2,2013,1
10454,DM,2013,1
10032,DM,2013,1
11692,NB,2013,1
10039,DM,2013,1
11428,NB,2013,1
11040,DM,2013,1
10111,A1,2013,1
11222,A2,2013,257
10307,DM,2013,2
11001,DM,2013,2
11363,DM,2013,2
10310,NB,2013,2
11374,DM,2013,2
11104,NB,2013,2
10030,NB,2013,2
10033,NB,2013,2
11412,DM,2013,2
11429,NB,2013,2
10075,DM,2013,2
10470,NB,2013,2
11001,NB,2013,2
11242,A1,2013,2
11692,DM,2013,2
10010,DM,2013,2
11216,DM,2013,2
11040,NB,2013,2
11436,DM,2013,2
10470,A1,2013,2
10024,DM,2013,2
10461,DM,2013,2
12534,A2,2013,2
10803,A2,2013,2
11370,DM,2013,2
10036,DM,2013,2
10455,DM,2013,2
11692,A1,2013,2
11419,DM,2013,2
10080,A1,2013,2
11434,DM,2013,2
11428,DM,2013,2
11369,DM,2013,2
10023,NB,2013,2
11411,NB,2013,2
11239,A1,2013,2
10035,DM,2013,2
11367,DM,2013,2
10031,NB,2013,2
10176,A2,2013,2
11417,DM,2013,2
11212,DM,2013,2
10459,DM,2013,3
10474,NB,2013,3
10166,A1,2013,3
10040,NB,2013,3
10310,A1,2013,3
11360,DM,2013,3
11359,A2,2013,3
11426,NB,2013,3
10282,A1,2013,3
10465,DM,2013,3
10452,DM,2013,3
10475,NB,2013,3
11421,DM,2013,3
10475,A1,2013,3
11366,DM,2013,3
10040,A1,2013,3
11379,NB,2013,3
10004,DM,2013,3
10451,NB,2013,3
11236,DM,2013,3
11422,NB,2013,3
10457,DM,2013,3
10469,DM,2013,3
10129,A2,2013,3
10065,DM,2013,3
11433,DM,2013,3
10453,A1,2013,3
10012,DM,2013,3
10065,NB,2013,3
11429,DM,2013,3
10468,NB,2013,3
11372,NB,2013,3
10453,DM,2013,3
10120,A1,2013,3
11209,DM,2013,3
11375,DM,2013,3
11106,NB,2013,3
11360,NB,2013,3
10471,DM,2013,3
11040,A1,2013,4
10473,A1,2013,4
11428,A1,2013,4
11362,DM,2013,4
11207,DM,2013,4
10075,NB,2013,4
10005,A1,2013,4
10128,NB,2013,4
10456,DM,2013,4
10458,DM,2013,4
11421,NB,2013,4
10462,DM,2013,4
10026,DM,2013,4
11004,DM,2013,4
10473,NB,2013,4
10474,DM,2013,4
11427,NB,2013,4
10453,NB,2013,4
10037,NB,2013,4
11416,DM,2013,4
11234,DM,2013,4
11228,DM,2013,4
10025,DM,2013,4
10009,DM,2013,4
10028,DM,2013,4
10017,NB,2013,4
11370,NB,2013,5
10458,NB,2013,5
11356,NB,2013,5
11385,DM,2013,5
11203,DM,2013,5
11418,DM,2013,5
11205,DM,2013,5
10036,NB,2013,5
11415,A1,2013,5
10006,NB,2013,5
10302,DM,2013,5
10024,NB,2013,5
10016,DM,2013,5
10013,DM,2013,5
10006,A1,2013,5
11435,DM,2013,5
10468,A1,2013,5
11360,A1,2013,5
10270,A2,2013,5
10172,A2,2013,5
11379,DM,2013,5
10004,NB,2013,5
11105,DM,2013,5
11237,DM,2013,5
11109,A2,2013,5
11105,NB,2013,5
10307,A1,2013,5
11209,NB,2013,5
10460,A1,2013,6
10011,DM,2013,6
10175,A2,2013,6
11363,NB,2013,6
10037,A1,2013,6
11363,A1,2013,6
11436,A1,2013,6
11001,A1,2013,6
10308,DM,2013,6
10474,A1,2013,6
11225,DM,2013,6
10310,DM,2013,6
10281,A2,2013,6
10302,A1,2013,6
11364,DM,2013,6
10302,NB,2013,6
11423,NB,2013,6
10452,A1,2013,6
10115,A2,2013,6
10002,DM,2013,6
11423,DM,2013,6
11204,DM,2013,6
11103,NB,2013,6
11691,DM,2013,6
10464,NB,2013,6
11427,A1,2013,6
10123,A2,2013,6
11226,DM,2013,6
11413,DM,2013,6
11004,NB,2013,6
10034,A1,2013,6
11415,NB,2013,6
11358,DM,2013,6
11218,NB,2013,6
11213,DM,2013,6
10312,A2,2013,262
10038,DM,2013,7
10460,DM,2013,7
10463,NB,2013,7
11436,NB,2013,7
10025,NB,2013,7
11361,NB,2013,7
11697,A1,2013,7
10033,A1,2013,7
11217,DM,2013,7
10462,NB,2013,7
11375,NB,2013,7
11232,DM,2013,7
10009,NB,2013,7
10018,DM,2013,7
11426,DM,2013,7
11693,NB,2013,7
11104,A1,2013,7
11365,DM,2013,7
10463,DM,2013,7
10020,A1,2013,7
10177,A2,2013,7
10464,A1,2013,8
11357,DM,2013,8
10472,A1,2013,8
10039,NB,2013,8
11210,NB,2013,8
11434,NB,2013,8
11234,NB,2013,8
11201,DM,2013,8
10075,A1,2013,8
10029,NB,2013,8
10469,NB,2013,8
11212,A1,2013,8
10466,DM,2013,8
10463,A1,2013,9
10038,NB,2013,9
10471,NB,2013,9
11374,NB,2013,9
10004,A1,2013,9
10301,A1,2013,9
10468,DM,2013,9
10007,A1,2013,9
11212,NB,2013,9
11378,DM,2013,9
10019,DM,2013,9
11238,DM,2013,9
11354,A2,2013,265
10021,NB,2013,10
11223,NB,2013,10
11001,A2,2013,10
11432,DM,2013,10
11231,DM,2013,10
10032,A1,2013,10
11414,DM,2013,10
10458,A1,2013,10
11215,DM,2013,10
10026,NB,2013,10
10012,NB,2013,10
11433,A1,2013,10
11249,DM,2013,10
11103,DM,2013,10
11421,A1,2013,10
11418,NB,2013,10
11356,DM,2013,10
10022,NB,2013,10
11106,DM,2013,10
11366,NB,2013,10
10455,NB,2013,10
10022,A2,2013,1546
10456,NB,2013,11
11418,A1,2013,11
10459,NB,2013,11
10010,NB,2013,11
10028,NB,2013,11
10011,NB,2013,11
10454,NB,2013,11
10465,NB,2013,11
11367,NB,2013,11
11435,NB,2013,11
10454,A1,2013,11
10452,NB,2013,11
11232,NB,2013,11
10462,A1,2013,11
11417,A1,2013,11
11223,DM,2013,11
11420,DM,2013,11
10455,A1,2013,11
10019,NB,2013,11
10301,DM,2013,11
11226,NB,2013,11
10036,A2,2013,1035
10122,A2,2013,12
11361,DM,2013,12
10308,NB,2013,12
10032,NB,2013,12
11369,A1,2013,12
10309,A1,2013,12
11426,A1,2013,12
11372,A1,2013,12
11214,NB,2013,12
10301,NB,2013,12
10457,NB,2013,12
11222,DM,2013,12
11203,NB,2013,12
11004,A1,2013,12
10303,NB,2013,12
11233,DM,2013,12
10457,A1,2013,12
10456,A1,2013,12
10466,A1,2013,12
10003,A2,2013,1036
11412,A1,2013,13
10014,NB,2013,13
11210,DM,2013,13
11214,DM,2013,13
11230,NB,2013,13
10471,A1,2013,13
10461,NB,2013,13
11232,A1,2013,13
10279,A2,2013,13
10035,NB,2013,13
11217,NB,2013,13
10459,A1,2013,13
10465,A1,2013,13
10309,NB,2013,13
11221,DM,2013,13
10308,A1,2013,14
11224,A1,2013,14
11229,DM,2013,14
11419,A1,2013,14
10460,NB,2013,14
11414,A1,2013,14
11369,NB,2013,14
11433,NB,2013,14
10303,A1,2013,14
11208,A1,2013,14
11241,A2,2013,14
11411,A1,2013,15
11691,NB,2013,15
11356,A1,2013,15
11208,DM,2013,15
11374,A1,2013,15
11102,A1,2013,15
11691,A1,2013,15
10018,NB,2013,15
11228,NB,2013,15
10451,A1,2013,15
11366,A1,2013,15
11432,NB,2013,16
11220,DM,2013,16
10305,A1,2013,16
10030,A1,2013,16
10027,DM,2013,16
11413,NB,2013,16
11228,A1,2013,16
10466,NB,2013,16
11213,NB,2013,16
11218,DM,2013,16
11368,DM,2013,16
11367,A1,2013,16
11373,DM,2013,16
11206,DM,2013,16
11225,A1,2013,16
11412,NB,2013,16
11370,A1,2013,16
11423,A1,2013,16
10007,A2,2013,272
11434,A1,2013,17
10013,NB,2013,17
11429,A1,2013,17
10305,DM,2013,17
11694,A1,2013,17
10027,NB,2013,17
10038,A1,2013,17
10304,DM,2013,17
11375,A1,2013,17
10001,DM,2013,17
11377,DM,2013,17
10464,A2,2013,17
10304,A1,2013,17
11377,NB,2013,17
10128,A1,2013,17
11362,NB,2013,17
11224,DM,2013,17
10271,A2,2013,18
11106,A1,2013,18
10158,A2,2013,18
11365,NB,2013,18
11354,DM,2013,18
11422,A1,2013,18
10461,A1,2013,19
11225,NB,2013,19
10044,A2,2013,19
11435,A1,2013,19
10472,NB,2013,19
10025,A1,2013,19
11235,DM,2013,19
11102,DM,2013,19
11420,A1,2013,19
11411,A2,2013,19
10031,A1,2013,19
10309,DM,2013,20
10314,DM,2013,20
11220,NB,2013,20
11378,NB,2013,20
11229,NB,2013,20
10029,A1,2013,20
11218,A1,2013,20
11693,A1,2013,21
11214,A1,2013,21
11361,A1,2013,21
11237,NB,2013,21
11429,A2,2013,21
10467,A1,2013,21
10002,NB,2013,21
10018,A1,2013,21
11213,A1,2013,22
11362,A1,2013,22
10168,A2,2013,22
11414,NB,2013,22
10016,NB,2013,22
11693,DM,2013,22
11416,A1,2013,22
11358,NB,2013,22
11209,A1,2013,22
10312,A1,2013,23
11385,NB,2013,23
11203,A1,2013,23
11204,NB,2013,23
11364,NB,2013,23
10469,A1,2013,24
11224,NB,2013,24
10120,A2,2013,24
10009,A1,2013,24
11354,NB,2013,24
11226,A1,2013,24
11210,A1,2013,24
11236,A1,2013,24
10035,A1,2013,24
10174,A2,2013,24
10467,DM,2013,24
10069,A2,2013,24
10010,A1,2013,24
11102,NB,2013,24
11378,A1,2013,25
11355,DM,2013,25
11357,NB,2013,25
11364,A1,2013,25
11234,A1,2013,25
10036,A1,2013,25
11379,A1,2013,25
10028,A1,2013,25
11211,DM,2013,25
11694,NB,2013,26
10017,A1,2013,26
10026,A1,2013,26
11413,A1,2013,26
10022,A1,2013,26
11420,NB,2013,26
11216,NB,2013,26
11105,A1,2013,26
10467,NB,2013,26
11235,NB,2013,26
11373,A1,2013,27
10312,DM,2013,27
11249,NB,2013,27
11436,A2,2013,27
10121,A2,2013,27
10306,A1,2013,27
11358,A1,2013,27
11040,A2,2013,28
11230,DM,2013,28
11215,NB,2013,28
10105,A2,2013,28
11101,DM,2013,28
10107,A2,2013,28
10280,A2,2013,28
11205,A1,2013,29
11229,A1,2013,30
10314,A1,2013,30
11385,A1,2013,30
10018,A2,2013,798
11219,DM,2013,31
11223,A1,2013,31
10023,A1,2013,31
10154,A2,2013,31
11103,A1,2013,32
11236,NB,2013,32
10165,A2,2013,32
10155,A2,2013,32
10019,A1,2013,32
11377,A1,2013,32
11355,A1,2013,32
11230,A1,2013,32
10470,A2,2013,32
11220,A2,2013,288
11426,A2,2013,33
11432,A1,2013,33
11204,A1,2013,34
10151,A2,2013,34
11233,A1,2013,34
10307,NB,2013,34
11694,DM,2013,35
11368,A1,2013,35
11363,A2,2013,35
10173,A2,2013,35
11354,A1,2013,36
11357,A1,2013,36
10016,A2,2013,1060
10001,A1,2013,37
10104,A2,2013,37
10065,A1,2013,37
10305,NB,2013,37
10106,A2,2013,37
10304,NB,2013,38
10012,A1,2013,39
11249,A1,2013,39
11422,A2,2013,40
10016,A1,2013,40
11365,A1,2013,41
10039,A2,2013,41
10002,A1,2013,42
10282,A2,2013,42
10302,A2,2013,42
11428,A2,2013,42
11373,NB,2013,43
11355,NB,2013,43
11368,NB,2013,44
11004,A2,2013,44
11222,A1,2013,44
11207,A1,2013,44
11237,A1,2013,44
11239,A2,2013,45
10001,NB,2013,45
11219,A1,2013,45
11208,NB,2013,45
10021,A1,2013,46
11101,A1,2013,46
10314,NB,2013,47
10303,A2,2013,47
11697,A2,2013,47
11692,A2,2013,47
11366,A2,2013,47
11221,A2,2013,303
11235,A1,2013,48
10024,A1,2013,48
10013,A2,2013,1072
10306,DM,2013,49
11222,NB,2013,49
10009,A2,2013,305
11206,A2,2013,305
11235,A2,2013,305
11370,A2,2013,50
11231,NB,2013,50
11206,A1,2013,50
11233,NB,2013,50
10152,A2,2013,50
11417,NB,2013,50
11219,NB,2013,51
11416,A2,2013,51
11356,A2,2013,52
11217,A1,2013,52
11415,A2,2013,52
10314,A2,2013,308
11369,A2,2013,53
10166,A2,2013,53
11362,A2,2013,54
11360,A2,2013,54
10167,A2,2013,54
10312,NB,2013,55
11238,NB,2013,55
11412,A2,2013,55
10037,A2,2013,56
10075,A2,2013,312
11414,A2,2013,58
11413,A2,2013,59
11427,A2,2013,59
11421,A2,2013,59
11231,A1,2013,59
11417,A2,2013,59
10170,A2,2013,60
11693,A2,2013,60
11423,A2,2013,61
10032,A2,2013,317
10306,NB,2013,62
10169,A2,2013,62
10474,A2,2013,63
10003,A1,2013,63
10119,A2,2013,63
11205,NB,2013,64
11215,A1,2013,64
10027,A1,2013,65
10014,A1,2013,66
10475,A2,2013,66
11201,NB,2013,66
11364,A2,2013,67
10011,A1,2013,67
11101,NB,2013,67
10029,A2,2013,323
11201,A1,2013,69
10471,A2,2013,69
10001,A2,2013,1093
10473,A2,2013,70
10013,A1,2013,70
11433,A2,2013,71
11238,A2,2013,327
11221,A1,2013,72
11216,A1,2013,72
10024,A2,2013,584
11220,A1,2013,75
10465,A2,2013,76
11238,A1,2013,76
11420,A2,2013,77
11365,A2,2013,79
10040,A2,2013,79
10310,A2,2013,80
11207,NB,2013,81
11379,A2,2013,83
10011,A2,2013,1109
11211,A1,2013,86
11211,NB,2013,87
11434,A2,2013,88
11221,NB,2013,88
11203,A2,2013,89
10111,A2,2013,90
11239,NB,2013,90
10153,A2,2013,93
11104,A2,2013,93
10034,A2,2013,93
11236,A2,2013,93
10030,A2,2013,95
11361,A2,2013,96
11358,A2,2013,96
11217,A2,2013,353
11418,A2,2013,98
11206,NB,2013,99
11694,A2,2013,99
11102,A2,2013,101
11367,A2,2013,102
11697,DM,2013,103
11419,A2,2013,103
10466,A2,2013,105
10459,A2,2013,105
10118,A2,2013,108
10469,A2,2013,108
11691,A2,2013,108
10021,A2,2013,620
10454,A2,2013,111
11435,A2,2013,112
11378,A2,2013,112
11213,A2,2013,116
11374,A2,2013,116
11228,A2,2013,117
11211,A2,2013,373
10308,A2,2013,118
11232,A2,2013,119
10460,A2,2013,119
11212,A2,2013,119
10455,A2,2013,119
10452,A2,2013,120
10006,A2,2013,122
11697,NB,2013,122
10304,A2,2013,122
10026,A2,2013,125
11225,A2,2013,128
11357,A2,2013,130
10472,A2,2013,131
10301,A2,2013,131
11210,A2,2013,131
11234,A2,2013,132
10305,A2,2013,134
11208,A2,2013,140
10005,A2,2013,397
11105,A2,2013,143
10457,A2,2013,143
11432,A2,2013,145
11224,A2,2013,146
11106,A2,2013,147
10456,A2,2013,148
10468,A2,2013,148
11103,A2,2013,150
10080,A2,2013,151
11229,A2,2013,152
10467,A2,2013,154
10017,A2,2013,1178
11214,A2,2013,156
11223,A2,2013,157
11230,A2,2013,158
10033,A2,2013,161
10451,A2,2013,162
11219,A2,2013,163
10453,A2,2013,166
10025,A2,2013,678
10307,A2,2013,167
10462,A2,2013,168
10027,A2,2013,426
11377,A2,2013,172
10012,A2,2013,685
11226,A2,2013,174
11375,A2,2013,177
11372,A2,2013,177
11204,A2,2013,179
10010,A2,2013,692
11218,A2,2013,181
10309,A2,2013,181
11233,A2,2013,181
11249,A2,2013,187
10031,A2,2013,187
11373,A2,2013,188
10463,A2,2013,188
10035,A2,2013,195
11368,A2,2013,199
11209,A2,2013,205
10020,A2,2013,209
11355,A2,2013,211
10014,A2,2013,724
10023,A2,2013,726
11215,A2,2013,471
11205,A2,2013,216
10028,A2,2013,474
11237,A2,2013,222
10461,A2,2013,223
10306,A2,2013,225
10065,A2,2013,738
11201,A2,2013,738
11216,A2,2013,227
11207,A2,2013,227
11385,A2,2013,228
11101,A2,2013,486
11231,A2,2013,233
10019,A2,2013,1257
10038,A2,2013,493
10002,A2,2013,495
10128,A2,2013,503
10458,A2,2013,253
10004,A2,2013,509
11415,DM,2014,1
11001,NB,2014,1
11451,A2,2014,1
10454,DM,2014,1
10104,A1,2014,1
10032,DM,2014,1
11104,DM,2014,1
10162,A2,2014,1
10803,NB,2014,1
10474,DM,2014,1
11411,NB,2014,1
14623,A2,2014,1
10166,A1,2014,1
11005,A2,2014,1
10169,A1,2014,1
10017,DM,2014,1
10017,NB,2014,1
10026,DM,2014,1
11426,DM,2014,1
11416,DM,2014,1
10004,NB,2014,1
11428,NB,2014,1
10175,A1,2014,1
10308,A1,2014,1
11205,A2,2014,257
11692,NB,2014,2
10006,DM,2014,2
10452,DM,2014,2
11439,A2,2014,2
10453,DM,2014,2
10471,DM,2014,2
10469,DM,2014,2
11209,NB,2014,2
11422,DM,2014,2
10028,DM,2014,2
10029,DM,2014,2
10007,DM,2014,2
10040,DM,2014,2
10464,DM,2014,2
11369,DM,2014,2
11428,DM,2014,2
10069,A1,2014,2
10463,DM,2014,2
10464,A1,2014,2
11692,A1,2014,2
11239,NB,2014,2
10023,DM,2014,2
10456,DM,2014,2
11421,NB,2014,2
11379,DM,2014,2
11001,DM,2014,2
10022,A2,2014,1538
10461,DM,2014,3
11427,DM,2014,3
10028,NB,2014,3
10302,DM,2014,3
10474,NB,2014,3
11360,DM,2014,3
10111,A1,2014,3
11415,A1,2014,3
11366,NB,2014,3
10021,NB,2014,3
10037,A1,2014,3
11379,NB,2014,3
11419,NB,2014,3
11429,DM,2014,3
11356,DM,2014,3
10466,DM,2014,3
10003,DM,2014,3
10080,A1,2014,3
10470,DM,2014,3
11434,DM,2014,3
10020,A1,2014,3
10454,A1,2014,3
11418,DM,2014,3
10040,A1,2014,3
11411,A1,2014,3
11236,DM,2014,3
11370,NB,2014,3
11693,DM,2014,3
11416,NB,2014,3
10023,NB,2014,3
10038,DM,2014,3
10455,DM,2014,3
10004,DM,2014,3
10033,DM,2014,3
10281,A2,2014,3
10039,A1,2014,3
11363,NB,2014,3
11418,NB,2014,3
11417,DM,2014,4
10466,NB,2014,4
10014,DM,2014,4
11378,DM,2014,4
11236,NB,2014,4
10024,DM,2014,4
11423,DM,2014,4
11228,DM,2014,4
11104,A1,2014,4
11234,DM,2014,4
10123,A2,2014,4
10044,NB,2014,4
11214,DM,2014,4
11203,DM,2014,4
11367,DM,2014,4
10069,NB,2014,4
11436,DM,2014,4
11413,DM,2014,4
11104,NB,2014,4
10465,NB,2014,4
10475,A1,2014,4
11694,DM,2014,4
10468,DM,2014,4
11105,DM,2014,4
11429,NB,2014,5
11243,A2,2014,5
10308,DM,2014,5
10465,DM,2014,5
10468,A1,2014,5
11040,A1,2014,5
11420,DM,2014,5
11427,A1,2014,5
10075,NB,2014,5
10473,DM,2014,5
11372,DM,2014,5
10467,DM,2014,5
11436,NB,2014,5
10010,DM,2014,5
10035,DM,2014,5
10032,NB,2014,5
11428,A1,2014,5
11414,DM,2014,5
11419,DM,2014,5
10803,A2,2014,5
11242,A2,2014,5
10031,NB,2014,5
11215,DM,2014,5
10460,A1,2014,5
10030,NB,2014,5
10303,A1,2014,5
11423,NB,2014,5
11001,A1,2014,5
11225,DM,2014,5
10040,NB,2014,5
10452,A1,2014,5
11372,NB,2014,5
10036,DM,2014,5
11416,A1,2014,5
10005,NB,2014,5
10462,DM,2014,5
11360,NB,2014,6
11430,A2,2014,6
11366,DM,2014,6
11213,DM,2014,6
10307,A1,2014,6
10011,DM,2014,6
11369,NB,2014,6
10460,DM,2014,6
11412,DM,2014,6
10270,A2,2014,6
10470,NB,2014,6
10176,A2,2014,6
11691,DM,2014,6
10027,DM,2014,6
10310,A1,2014,6
11435,DM,2014,6
11004,DM,2014,6
11421,A1,2014,6
10470,A1,2014,6
10471,NB,2014,6
10034,A1,2014,6
10012,DM,2014,6
10005,A2,2014,262
10003,NB,2014,7
11233,DM,2014,7
11432,DM,2014,7
10468,NB,2014,7
10006,NB,2014,7
11103,DM,2014,7
11417,A1,2014,7
10039,NB,2014,7
10112,A2,2014,7
10457,A1,2014,7
11357,DM,2014,7
11218,DM,2014,7
10303,DM,2014,7
10172,A2,2014,7
10458,A1,2014,7
11224,DM,2014,7
10453,A1,2014,7
10033,NB,2014,7
