Zip_Code,YEAR,CRIME_COUNT
11005,2006,5
11005,2011,6
11005,2015,6
11020,2007,1
11020,2013,1
11020,2006,2
11040,2006,54
11040,2007,47
11040,2008,29
11040,2009,28
11040,2010,40
11040,2011,25
11040,2012,23
11040,2013,28
11040,2014,34
11040,2015,35
11040,2016,44
11042,2015,1
11096,2009,1
11096,2016,1
11101,2006,1453
11101,2007,1368
11101,2008,1332
11101,2009,1203
11101,2010,1221
11101,2011,1145
11101,2012,1087
11101,2013,1199
11101,2014,1175
11101,2015,1095
11101,2016,1062
11102,2006,634
11102,2007,620
11102,2008,544
11102,2009,544
11102,2010,583
11102,2011,549
11102,2012,594
11102,2013,560
11102,2014,617
11102,2015,549
11102,2016,514
11103,2006,646
11103,2007,673
11103,2008,651
11103,2009,645
11103,2010,662
11103,2011,570
11103,2012,614
11103,2013,671
11103,2014,694
11103,2015,652
11103,2016,667
11104,2006,351
11104,2007,362
11104,2008,370
11104,2009,338
11104,2010,354
11104,2011,334
11104,2012,293
11104,2013,326
11104,2014,298
11104,2015,246
11104,2016,229
11105,2006,462
11105,2007,421
11105,2008,466
11105,2009,414
11105,2010,416
11105,2011,402
11105,2012,487
11105,2013,416
11105,2014,454
11105,2015,446
11105,2016,436
11106,2006,804
11106,2007,803
11106,2008,744
11106,2009,703
11106,2010,719
11106,2011,694
11106,2012,675
11106,2013,738
11106,2014,696
11106,2015,619
11106,2016,613
11109,2011,11
11109,2013,15
11109,2014,11
11109,2015,13
11109,2016,12
11109,2006,3
11109,2009,5
11109,2008,7
11109,2010,7
11109,2012,9
11109,2007,14
11201,2006,2039
11201,2007,1977
11201,2008,1830
11201,2009,1699
11201,2010,1675
11201,2011,1916
11201,2012,1969
11201,2013,1880
11201,2014,1743
11201,2015,1731
11201,2016,1664
11203,2006,2501
11203,2007,2314
11203,2008,2153
11203,2009,2188
11203,2010,2277
11203,2011,2298
11203,2012,2248
11203,2013,2264
11203,2014,2311
11203,2015,2148
11203,2016,1929
11204,2006,982
11204,2007,865
11204,2008,821
11204,2009,744
11204,2010,653
11204,2011,757
11204,2012,728
11204,2013,749
11204,2014,745
11204,2015,775
11204,2016,642
11205,2006,1273
11205,2007,1312
11205,2008,1123
11205,2009,1031
11205,2010,1133
11205,2011,1100
11205,2012,1209
11205,2013,1129
11205,2014,1189
11205,2015,944
11205,2016,926
11206,2006,3029
11206,2007,2989
11206,2008,3183
11206,2009,2929
11206,2010,2982
11206,2011,3036
11206,2012,3082
11206,2013,2906
11206,2014,2665
11206,2015,2456
11206,2016,2390
11207,2006,4304
11207,2007,4491
11207,2008,4649
11207,2009,5055
11207,2010,5128
11207,2011,4925
11207,2012,5090
11207,2013,4707
11207,2014,4717
11207,2015,4075
11207,2016,3349
11208,2006,3489
11208,2007,3606
11208,2008,3526
11208,2009,3666
11208,2010,3892
11208,2011,4056
11208,2012,3977
11208,2013,3917
11208,2014,3753
11208,2015,3297
11208,2016,2969
11209,2006,1182
11209,2007,1027
11209,2008,1018
11209,2009,966
11209,2010,897
11209,2011,884
11209,2012,881
11209,2013,848
11209,2014,910
11209,2015,957
11209,2016,1075
11210,2006,1445
11210,2007,1397
11210,2008,1445
11210,2009,1344
11210,2010,1337
11210,2011,1405
11210,2012,1382
11210,2013,1354
11210,2014,1301
11210,2015,1314
11210,2016,1146
11211,2006,1611
11211,2007,1445
11211,2008,1518
11211,2009,1429
11211,2010,1480
11211,2011,1455
11211,2012,1483
11211,2013,1499
11211,2014,1390
11211,2015,1455
11211,2016,1277
11212,2006,4276
11212,2007,4161
11212,2008,4530
11212,2009,4728
11212,2010,4549
11212,2011,4725
11212,2012,4325
11212,2013,3866
11212,2014,3812
11212,2015,3562
11212,2016,3241
11213,2006,2607
11213,2007,2761
11213,2008,2541
11213,2009,2373
11213,2010,2593
11213,2011,2768
11213,2012,2671
11213,2013,2702
11213,2014,2439
11213,2015,2145
11213,2016,1938
11214,2006,1349
11214,2007,1328
11214,2008,1166
11214,2009,1108
11214,2010,1085
11214,2011,1036
11214,2012,1221
11214,2013,1251
11214,2014,1300
11214,2015,1168
11214,2016,1118
11215,2006,1270
11215,2007,1147
11215,2008,1073
11215,2009,990
11215,2010,964
11215,2011,931
11215,2012,919
11215,2013,853
11215,2014,826
11215,2015,866
11215,2016,836
11216,2006,2404
11216,2007,2616
11216,2008,2309
11216,2009,2259
11216,2010,2190
11216,2011,2146
11216,2012,2189
11216,2013,2061
11216,2014,1894
11216,2015,1667
11216,2016,1635
11217,2006,1340
11217,2007,1295
11217,2008,1305
11217,2009,1088
11217,2010,1135
11217,2011,1101
11217,2012,1180
11217,2013,1141
11217,2014,1137
11217,2015,1145
11217,2016,1155
11218,2006,1172
11218,2007,977
11218,2008,965
11218,2009,899
11218,2010,946
11218,2011,827
11218,2012,885
11218,2013,858
11218,2014,837
11218,2015,867
11218,2016,772
11219,2006,789
11219,2007,842
11219,2008,712
11219,2009,796
11219,2010,727
11219,2011,761
11219,2012,755
11219,2013,744
11219,2014,749
11219,2015,770
11219,2016,813
11220,2006,1750
11220,2007,1703
11220,2008,1705
11220,2009,1583
11220,2010,1755
11220,2011,1743
11220,2012,1850
11220,2013,1854
11220,2014,1766
11220,2015,1713
11220,2016,1757
11221,2006,3036
11221,2007,2954
11221,2008,3348
11221,2009,3123
11221,2010,3230
11221,2011,3138
11221,2012,3240
11221,2013,2978
11221,2014,2814
11221,2015,2332
11221,2016,2262
11222,2006,733
11222,2007,717
11222,2008,703
11222,2009,672
11222,2010,693
11222,2011,569
11222,2012,651
11222,2013,763
11222,2014,653
11222,2015,675
11222,2016,714
11223,2006,1333
11223,2007,1277
11223,2008,1260
11223,2009,1117
11223,2010,989
11223,2011,1112
11223,2012,1196
11223,2013,1167
11223,2014,1206
11223,2015,1210
11223,2016,1010
11224,2006,1570
11224,2007,1425
11224,2008,1387
11224,2009,1222
11224,2010,1458
11224,2011,1399
11224,2012,1394
11224,2013,1454
11224,2014,1504
11224,2015,1621
11224,2016,1341
11225,2006,1940
11225,2007,1784
11225,2008,1671
11225,2009,1576
11225,2010,1788
11225,2011,1889
11225,2012,1778
11225,2013,1630
11225,2014,1589
11225,2015,1578
11225,2016,1380
11226,2006,3774
11226,2007,3369
11226,2008,3341
11226,2009,3315
11226,2010,3355
11226,2011,3238
11226,2012,3254
11226,2013,2956
11226,2014,2916
11226,2015,2533
11226,2016,2312
11228,2006,548
11228,2007,414
11228,2008,437
11228,2009,440
11228,2010,414
11228,2011,389
11228,2012,395
11228,2013,404
11228,2014,432
11228,2015,433
11228,2016,448
11229,2006,1237
11229,2007,1193
11229,2008,1265
11229,2009,971
11229,2010,1013
11229,2011,997
11229,2012,1277
11229,2013,1148
11229,2014,1213
11229,2015,1052
11229,2016,879
11230,2006,1334
11230,2007,1220
11230,2008,1116
11230,2009,946
11230,2010,971
11230,2011,942
11230,2012,1013
11230,2013,984
11230,2014,877
11230,2015,899
11230,2016,802
11231,2006,929
11231,2007,831
11231,2008,824
11231,2009,798
11231,2010,822
11231,2011,832
11231,2012,914
11231,2013,754
11231,2014,732
11231,2015,741
11231,2016,750
11232,2006,738
11232,2007,744
11232,2008,652
11232,2009,648
11232,2010,633
11232,2011,691
11232,2012,600
11232,2013,583
11232,2014,646
11232,2015,624
11232,2016,620
11233,2006,3242
11233,2007,3558
11233,2008,3479
11233,2009,3521
11233,2010,3824
11233,2011,3826
11233,2012,3732
11233,2013,3420
11233,2014,3252
11233,2015,2786
11233,2016,2427
11234,2006,1888
11234,2007,1800
11234,2008,1766
11234,2009,1685
11234,2010,1594
11234,2011,1659
11234,2012,1613
11234,2013,1549
11234,2014,1487
11234,2015,1452
11234,2016,1320
11235,2006,1623
11235,2007,1586
11235,2008,1545
11235,2009,1355
11235,2010,1254
11235,2011,1313
11235,2012,1528
11235,2013,1433
11235,2014,1397
11235,2015,1340
11235,2016,1197
11236,2006,2663
11236,2007,2415
11236,2008,2452
11236,2009,2413
11236,2010,2230
11236,2011,2340
11236,2012,2477
11236,2013,2405
11236,2014,2264
11236,2015,2099
11236,2016,1900
11237,2006,1665
11237,2007,1511
11237,2008,1474
11237,2009,1333
11237,2010,1409
11237,2011,1409
11237,2012,1415
11237,2013,1452
11237,2014,1289
11237,2015,1287
11237,2016,1233
11238,2006,1734
11238,2007,1818
11238,2008,1642
11238,2009,1555
11238,2010,1598
11238,2011,1642
11238,2012,1708
11238,2013,1528
11238,2014,1437
11238,2015,1269
11238,2016,1222
11239,2006,345
11239,2007,321
11239,2008,369
11239,2009,343
11239,2010,367
11239,2011,316
11239,2012,324
11239,2013,340
11239,2014,300
11239,2015,358
11239,2016,356
11242,2006,10
11242,2007,8
11242,2008,11
11242,2009,18
11242,2010,12
11242,2011,12
11242,2012,12
11242,2015,10
11242,2014,4
11242,2016,9
11242,2013,14
11243,2006,1
11243,2008,1
11243,2010,1
11243,2011,1
11243,2007,2
11243,2009,2
11243,2015,2
11243,2012,3
11243,2014,5
11249,2006,406
11249,2007,380
11249,2008,492
11249,2009,428
11249,2010,491
11249,2011,450
11249,2012,589
11249,2013,608
11249,2014,608
11249,2015,579
11249,2016,548
11354,2006,1067
11354,2007,959
11354,2008,926
11354,2009,888
11354,2010,939
11354,2011,936
11354,2012,1001
11354,2013,1027
11354,2014,957
11354,2015,988
11354,2016,975
11355,2006,1002
11355,2007,897
11355,2008,967
11355,2009,834
11355,2010,908
11355,2011,860
11355,2012,934
11355,2013,1019
11355,2014,967
11355,2015,799
11355,2016,872
11356,2006,371
11356,2007,325
11356,2008,390
11356,2009,331
11356,2010,303
11356,2011,294
11356,2012,296
11356,2013,286
11356,2014,339
11356,2015,248
11356,2016,275
11357,2006,318
11357,2007,310
11357,2008,328
11357,2009,336
11357,2010,288
11357,2011,287
11357,2012,283
11357,2013,250
11357,2014,248
11357,2015,260
11357,2016,266
11358,2006,451
11358,2007,384
11358,2008,393
11358,2009,378
11358,2010,335
11358,2011,346
11358,2012,323
11358,2013,375
11358,2014,359
11358,2015,320
11358,2016,300
11359,2006,1
11359,2007,1
11359,2009,1
11359,2011,1
11359,2014,1
11359,2015,1
11359,2008,2
11359,2010,2
11360,2006,131
11360,2007,120
11360,2008,138
11360,2009,110
11360,2010,106
11360,2011,130
11360,2012,103
11360,2013,145
11360,2014,102
11360,2015,136
11360,2016,104
11361,2006,414
11361,2007,332
11361,2008,357
11361,2009,339
11361,2010,336
11361,2011,275
11361,2012,299
11361,2013,310
11361,2014,337
11361,2015,305
11361,2016,341
11362,2006,232
11362,2007,199
11362,2008,184
11362,2009,160
11362,2010,183
11362,2011,174
11362,2012,176
11362,2013,177
11362,2014,167
11362,2015,167
11362,2016,165
11363,2006,82
11363,2007,57
11363,2008,54
11363,2009,41
11363,2010,38
11363,2011,34
11363,2012,45
11363,2013,54
11363,2014,35
11363,2015,38
11363,2016,47
11364,2006,393
11364,2007,322
11364,2008,411
11364,2009,345
11364,2010,307
11364,2011,308
11364,2012,301
11364,2013,282
11364,2014,256
11364,2015,246
11364,2016,290
11365,2006,586
11365,2007,488
11365,2008,473
11365,2009,429
11365,2010,396
11365,2011,382
11365,2012,379
11365,2013,394
11365,2014,363
11365,2015,340
11365,2016,365
11366,2006,251
11366,2007,246
11366,2008,279
11366,2009,207
11366,2010,189
11366,2011,186
11366,2012,159
11366,2013,209
11366,2014,161
11366,2015,146
11366,2016,148
11367,2006,698
11367,2007,600
11367,2008,568
11367,2009,495
11367,2010,469
11367,2011,444
11367,2012,512
11367,2013,521
11367,2014,447
11367,2015,446
11367,2016,489
11368,2006,2171
11368,2007,1909
11368,2008,1986
11368,2009,1957
11368,2010,2061
11368,2011,1968
11368,2012,1991
11368,2013,2062
11368,2014,2189
11368,2015,1994
11368,2016,2107
11369,2006,748
11369,2007,839
11369,2008,778
11369,2009,823
11369,2010,857
11369,2011,955
11369,2012,880
11369,2013,868
11369,2014,809
11369,2015,536
11369,2016,594
11370,2006,494
11370,2007,440
11370,2008,389
11370,2009,382
11370,2010,385
11370,2011,357
11370,2012,700
11370,2013,822
11370,2014,857
11370,2015,794
11370,2016,815
11371,2006,37
11371,2007,32
11371,2008,41
11371,2010,20
11371,2011,21
11371,2013,63
11371,2014,62
11371,2015,27
11371,2016,10
11371,2009,14
11371,2012,14
11372,2006,1424
11372,2007,1401
11372,2008,1289
11372,2009,1228
11372,2010,1243
11372,2011,1359
11372,2012,1344
11372,2013,1379
11372,2014,1610
11372,2015,1479
11372,2016,1602
11373,2006,1710
11373,2007,1692
11373,2008,1617
11373,2009,1349
11373,2010,1362
11373,2011,1444
11373,2012,1447
11373,2013,1504
11373,2014,1316
11373,2015,1347
11373,2016,1398
11374,2006,617
11374,2007,583
11374,2008,519
11374,2009,425
11374,2010,423
11374,2011,470
11374,2012,475
11374,2013,446
11374,2014,418
11374,2015,377
11374,2016,366
11375,2006,1027
11375,2007,912
11375,2008,792
11375,2009,686
11375,2010,642
11375,2011,676
11375,2012,695
11375,2013,655
11375,2014,614
11375,2015,562
11375,2016,522
11377,2006,1524
11377,2007,1354
11377,2008,1271
11377,2009,1224
11377,2010,1348
11377,2011,1261
11377,2012,1123
11377,2013,1307
11377,2014,1345
11377,2015,1163
11377,2016,1100
11378,2006,583
11378,2007,506
11378,2008,494
11378,2009,488
11378,2010,558
11378,2011,510
11378,2012,551
11378,2013,450
11378,2014,474
11378,2015,408
11378,2016,406
11379,2006,362
11379,2007,316
11379,2008,297
11379,2009,311
11379,2010,336
11379,2011,341
11379,2012,370
11379,2013,379
11379,2014,301
11379,2015,251
11379,2016,273
11381,2006,22
11381,2007,25
11381,2009,21
11381,2010,17
11381,2012,11
11381,2013,17
11381,2014,13
11381,2015,15
11381,2016,11
11381,2008,14
11381,2011,14
11385,2006,1869
11385,2007,1686
11385,2008,1810
11385,2009,1844
11385,2010,1931
11385,2011,1960
11385,2012,1972
11385,2013,1711
11385,2014,1644
11385,2015,1427
11385,2016,1411
11405,2007,8
11405,2011,10
11405,2006,2
11405,2016,3
11405,2010,4
11405,2013,4
11405,2015,4
11405,2009,5
11405,2014,5
11405,2008,7
11405,2012,9
11411,2006,356
11411,2007,296
11411,2008,338
11411,2009,304
11411,2010,317
11411,2011,329
11411,2012,285
11411,2013,328
11411,2014,295
11411,2015,326
11411,2016,318
11412,2006,693
11412,2007,679
11412,2008,754
11412,2009,722
11412,2010,783
11412,2011,850
11412,2012,917
11412,2013,824
11412,2014,696
11412,2015,649
11412,2016,628
11413,2006,831
11413,2007,822
11413,2008,854
11413,2009,844
11413,2010,798
11413,2011,890
11413,2012,789
11413,2013,825
11413,2014,769
11413,2015,838
11413,2016,726
11414,2006,344
11414,2007,316
11414,2008,287
11414,2009,261
11414,2010,273
11414,2011,299
11414,2012,307
11414,2013,304
11414,2014,323
11414,2015,353
11414,2016,288
11415,2006,216
11415,2007,196
11415,2008,171
11415,2009,141
11415,2010,193
11415,2011,177
11415,2012,154
11415,2013,168
11415,2014,180
11415,2015,178
11415,2016,164
11416,2006,452
11416,2007,430
11416,2008,460
11416,2009,438
11416,2010,408
11416,2011,412
11416,2012,469
11416,2013,483
11416,2014,444
11416,2015,389
11416,2016,332
11417,2006,709
11417,2007,654
11417,2008,620
11417,2009,588
11417,2010,590
11417,2011,537
11417,2012,605
11417,2013,621
11417,2014,584
11417,2015,585
11417,2016,550
11418,2006,740
11418,2007,746
11418,2008,775
11418,2009,775
11418,2010,735
11418,2011,693
11418,2012,778
11418,2013,801
11418,2014,731
11418,2015,729
11418,2016,656
11419,2006,896
11419,2007,1074
11419,2008,924
11419,2009,888
11419,2010,919
11419,2011,910
11419,2012,922
11419,2013,983
11419,2014,836
11419,2015,802
11419,2016,776
11420,2006,945
11420,2007,948
11420,2008,950
11420,2009,850
11420,2010,803
11420,2011,863
11420,2012,914
11420,2013,933
11420,2014,861
11420,2015,874
11420,2016,732
11421,2006,751
11421,2007,730
11421,2008,739
11421,2009,628
11421,2010,643
11421,2011,615
11421,2012,643
11421,2013,688
11421,2014,599
11421,2015,568
11421,2016,473
11422,2006,547
11422,2007,492
11422,2008,508
11422,2009,492
11422,2010,488
11422,2011,495
11422,2012,543
11422,2013,503
11422,2014,515
11422,2015,496
11422,2016,434
11423,2006,611
11423,2007,488
11423,2008,516
11423,2009,550
11423,2010,512
11423,2011,514
11423,2012,599
11423,2013,567
11423,2014,470
11423,2015,503
11423,2016,453
11425,2007,1
11425,2011,1
11425,2013,1
11426,2006,248
11426,2007,213
11426,2008,210
11426,2009,206
11426,2010,191
11426,2011,221
11426,2012,202
11426,2013,191
11426,2014,185
11426,2015,214
11426,2016,196
11427,2006,342
11427,2007,306
11427,2008,305
11427,2009,291
11427,2010,317
11427,2011,268
11427,2012,278
11427,2013,281
11427,2014,243
11427,2015,244
11427,2016,251
11428,2006,285
11428,2007,295
11428,2008,268
11428,2009,274
11428,2010,254
11428,2011,269
11428,2012,263
11428,2013,263
11428,2014,271
11428,2015,283
11428,2016,270
11429,2006,471
11429,2007,454
11429,2008,417
11429,2009,452
11429,2010,490
11429,2011,454
11429,2012,521
11429,2013,432
11429,2014,401
11429,2015,393
11429,2016,385
11430,2006,46
11430,2007,282
11430,2008,178
11430,2010,72
11430,2011,12
11430,2012,13
11430,2013,11
11430,2014,19
11430,2015,20
11430,2016,15
11430,2009,14
11432,2006,1754
11432,2007,1577
11432,2008,1450
11432,2009,1348
11432,2010,1361
11432,2011,1349
11432,2012,1382
11432,2013,1523
11432,2014,1469
11432,2015,1429
11432,2016,1348
11433,2006,1182
11433,2007,1195
11433,2008,1224
11433,2009,1119
11433,2010,1271
11433,2011,1171
11433,2012,1229
11433,2013,1330
11433,2014,1189
11433,2015,1218
11433,2016,994
11434,2006,1504
11434,2007,1676
11434,2008,1652
11434,2009,1543
11434,2010,1585
11434,2011,1618
11434,2012,1612
11434,2013,1613
11434,2014,1559
11434,2015,1669
11434,2016,1656
11435,2006,1379
11435,2007,1226
11435,2008,1272
11435,2009,1267
11435,2010,1186
11435,2011,1230
11435,2012,1182
11435,2013,1299
11435,2014,1176
11435,2015,1194
11435,2016,1041
11436,2006,486
11436,2007,561
11436,2008,556
11436,2009,464
11436,2010,490
11436,2011,483
11436,2012,516
11436,2013,521
11436,2014,469
11436,2015,388
11436,2016,318
11439,2006,1
11439,2008,1
11439,2012,1
11439,2013,1
11439,2015,1
11439,2007,2
11439,2011,3
11439,2014,3
11439,2016,3
11439,2009,4
11439,2010,4
11451,2006,74
11451,2007,73
11451,2008,63
11451,2009,58
11451,2010,54
11451,2011,48
11451,2012,50
11451,2013,40
11451,2014,53
11451,2015,46
11451,2016,53
11557,2006,1
11557,2009,1
11557,2010,1
11557,2012,1
11557,2013,1
11559,2007,2
11580,2012,1
11580,2007,2
11580,2008,2
11580,2015,2
11580,2009,3
11580,2011,3
11580,2016,3
11580,2010,4
11580,2014,4
11580,2006,5
11580,2013,6
11581,2016,1
11691,2006,1152
11691,2007,1219
11691,2008,1196
11691,2009,1128
11691,2010,1169
11691,2011,1206
11691,2012,1484
11691,2013,1480
11691,2014,1416
11691,2015,1556
11691,2016,1535
11692,2006,340
11692,2007,362
11692,2008,415
11692,2009,381
11692,2010,408
11692,2011,410
11692,2012,457
11692,2013,443
11692,2014,473
11692,2015,487
11692,2016,505
11693,2006,270
11693,2007,264
11693,2008,284
11693,2009,312
11693,2010,279
11693,2011,319
11693,2012,315
11693,2013,318
11693,2014,301
11693,2015,302
11693,2016,354
11694,2006,235
11694,2007,273
11694,2008,234
11694,2009,279
11694,2010,269
11694,2011,257
11694,2012,334
11694,2013,330
11694,2014,331
11694,2015,281
11694,2016,291
11697,2006,16
11697,2008,13
11697,2010,15
11697,2011,23
11697,2012,63
11697,2013,29
11697,2014,28
11697,2015,30
11697,2016,54
11697,2007,4
11697,2009,9
12534,2013,1
12534,2015,1
12534,2016,1
12534,2009,2
